club_name,end_of_spell
KRC Genk,2018-06-30
KRC Genk,2014-08-24
KRC Genk,2014-07-29
KRC Genk,2011-08-29
KRC Genk,2009-03-05
KRC Genk,2001-06-30
KRC Genk,1995-10-24
MVV Maastricht,2026-06-30
Lommel SK,2020-10-21
EN Paralimniou,2016-05-31
Waasl.-Beveren,2014-12-30
KRC Genk,2004-05-17
KRC Genk U19,2008-02-17
Exc. Veldwezel,2003-06-30
Union Solingen,2009-07-04
Anker Wismar,2006-04-13
KRC Harelbeke,2001-06-30
KRC Harelbeke,2005-06-30
KRC Genk,1995-09-21
KRC Genk,1990-05-15
KFC Winterslag,1988-06-30
Spouwen-Moper,2014-06-30
Bilzerse VV,2014-02-19
Patro Eisden,2012-06-30
Spouwen-Moper,2010-06-30
KRC Genk,1994-06-30
KVK Beringen,2003-06-30
KFCR Mol Wezel,2002-06-30
Heusden-Zolder,2002-01-22
KSK Tongeren,1998-12-14
K Patro Eisden,1995-04-10
KRC Genk,1993-10-12
KSK Beveren,1997-11-04
KSV Waregem,1993-12-31
KRC Genk,1991-11-02
TuS Celle FC,1994-02-03
FC Basel,1992-04-10
Waterschei THOR,1987-06-30
KV Mechelen,1986-01-27
FC Basel,1984-11-13
Waterschei THOR,1983-06-30
Lierse SK,1981-06-30
KFC Winterslag,1979-06-30
Racing Mechelen,1976-06-30
K Patro Eisden,1972-06-30
KFC Winterslag,1987-12-11
KFC Winterslag,1987-11-20
KFC Winterslag,1983-02-19
Assent FC,1983-06-30
KFC Winterslag,1981-12-04
K. St-Niklase SK,1984-06-30
Royal Antwerp,1980-03-03
Lierse SK,1979-03-03
KFC Winterslag,1977-06-30
KV Mechelen,1975-01-10
Lierse SK,1970-06-30
KFC Eeklo,1962-06-30
KV Mechelen,2023-06-30
KSV Roeselare,2020-06-30
Lierse SK,2018-06-30
Cercle Brugge,2016-06-30
KV Oostende,2015-12-25
RWDM,2020-01-21
KV Mechelen,2019-08-29
KSV Roeselare,2018-01-24
Lierse SK,2017-10-06
Aris Limassol,2017-01-04
Royal Antwerp,2016-10-11
KV Oostende,2015-06-30
Lierse SK,2017-03-15
Lierse SK,2015-09-14
Berchem Sport,2014-09-29
Lierse SK,2014-01-03
KV Turnhout,2011-06-30
Lierse SK,2011-05-01
Lierse SK,2011-01-03
Lierse SK,2005-11-16
Wadi Degla ,2016-06-30
Lierse SK U21,2015-06-30
Levski Sofia,2021-05-23
Levski Sofia,2019-01-21
Riga,2017-12-31
CC Yatai,2016-05-04
Lierse SK,2015-01-28
Publikum Celje,2009-06-17
NK Domzale,2008-06-17
Ivancna Gorica,2002-06-30
OH Leuven U18,2021-06-30
Lierse SK,2015-06-30
Lierse SK Yth.,2010-06-30
Anderlecht Yth.,2009-06-30
Lokeren-Temse,2021-11-14
FC Destelbergen,2021-06-30
Tempo Overijse,2019-03-11
FCV Dender EH,2018-04-15
FCV Dender EH,2014-06-30
Eendracht Aalst,2014-02-03
Lierse SK,2012-11-12
FCV Dender EH,2023-02-06
KMSK Deinze,2019-06-30
Dessel Sport,2016-06-30
Eendracht Aalst,2015-06-30
VW Hamme,2014-06-30
Hoogstraten VV,2014-03-19
FCN Sint-Niklaas,2011-10-12
Racing Mechelen,2009-10-30
KV Waasland,2007-06-30
Royal Antwerp,2006-06-30
SW Bregenz,2005-02-07
Lierse SK,2002-06-30
Royal Antwerp,2001-06-30
KV Kortrijk,1998-06-30
St.Niklase SK,1995-06-30
St.Niklase SK,1994-06-30
K. St-Niklase SK,1992-11-16
Lierse SK,1998-06-30
Ittihad Club,2011-11-28
Royal Antwerp,2009-02-19
Al-Ahli,2002-12-18
KSK Beveren,1996-03-09
Honvéd FC,1994-12-14
Royal Antwerp,1991-01-31
Lierse SK,1989-06-30
VAC Beerschot,1988-01-18
KV Kortrijk,1986-06-30
KSC Lokeren,1985-02-23
Royal Antwerp,1983-06-30
Lierse SK,1984-06-30
Lierse SK,1979-06-30
Dessel Sport,1986-06-30
SK Londerzeel,1982-06-30
FC Nieuwkerken,1981-06-30
Dessel Sport,1977-06-30
Lierse SK,1971-06-30
KSC Lokeren,2018-11-01
KSC Lokeren,2019-01-29
KSC Lokeren,2016-10-28
KSC Lokeren II,2017-06-30
Cercle Brugge,2015-03-18
KSC Lokeren,2017-08-09
Lillestrøm,2016-09-18
KR Reykjavík,2014-10-24
KVK Tienen,2016-10-17
Swaziland,2014-06-30
KVK Tienen,2011-10-07
Germ. Beerschot,2011-02-01
Dessel Sport,2009-01-28
KSK Tongeren,2008-06-30
Sint-Truiden,2007-09-18
Újpest FC,2006-12-22
Újpest FC,2006-07-14
KSC Lokeren,2005-06-30
KTH Diest,2005-01-05
KV Mechelen,2001-01-30
KSC Lokeren,2018-08-30
KSC Lokeren,2010-05-21
KRC Genk,2008-12-25
KSC Lokeren,2004-12-28
Sint-Truiden,2001-02-12
KSC Lokeren,1999-08-16
KV Mechelen,1996-10-14
KV Mechelen,2002-06-30
KV Mechelen,2001-12-16
KFCO Wilrijk,1999-06-30
KSC Lokeren,1997-08-15
KV Mechelen,1994-06-30
KV Mechelen,1991-06-30
KV Mechelen,1989-12-11
KV Mechelen,1984-06-30
KSV Roeselare,2000-06-30
RAEC Mons,1998-06-30
VAC Beerschot,1996-10-27
KSC Lokeren,1995-06-30
Boom FC,1994-09-12
KV Kortrijk,1993-11-01
Boom FC,1993-06-30
RRC Heirnis Gent,1991-06-30
KV Oostende,1990-06-30
FC Brüssel,2011-01-31
Olympiacos,2006-12-16
KSC Lokeren,1994-12-03
KSC Lokeren,1993-06-30
RWD Molenbeek,1991-09-21
KSK Beveren,1987-12-31
FC Nieuwkerken,1986-06-30
Dukla Prague,1985-06-30
VAC Beerschot,1980-01-08
Royal Antwerp,1979-06-30
KSC Lokeren,1977-06-30
ČSSR,1972-07-09
Royal Antwerp,1976-06-30
Union SG,1973-06-30
SK Beveren-Waes,1969-06-30
VC Herentals,1966-06-30
KFCR Mol Wezel,1963-06-30
KRC Lokeren,1959-06-30
Cercle Brugge,1958-06-30
Club Brugge,2023-07-02
KV Mechelen,2022-10-05
KV Mechelen,2019-06-30
KV Mechelen,2017-11-01
KV Mechelen,2016-09-11
KV Mechelen,2018-06-30
Katelijne Waver,2011-10-11
KV Mechelen,2006-06-30
KV Mechelen,2005-06-30
KV Mechelen,2004-06-30
KV Mechelen,1996-11-03
RE Virton,2019-06-30
KV Mechelen,2018-10-31
Crystal Palace,2016-05-31
Zulte Waregem,2015-06-30
KRC Waregem,2013-03-14
RSC Anderlecht,2012-09-28
VW Hamme,2008-01-30
Zulte Waregem,2007-06-30
KV Oostende,2006-06-30
KV Mechelen,2005-01-25
Lierse SK,2004-06-30
Ingelmunster,2003-06-30
KSV Waregem,1999-06-30
Olym. Charleroi,2019-11-19
RSC Chatelet,2019-06-30
KFC Duffel,2018-03-05
RFC Lüttich,2016-05-19
RFC Seraing,2015-10-26
Sint-Niklaas,2013-11-05
ROC Charleroi-M.,2011-10-31
RFC Tournai,2010-06-30
KSK Beveren,2009-04-30
KSK Beveren,2008-06-30
KSK Beveren,2008-03-31
Union SG,2007-06-30
SK Kampenhout,2006-06-30
KV Mechelen,2003-08-12
KV Mechelen,2002-12-12
Standard Liège ,2002-06-30
Marseille,2016-10-26
KRC Genk,2015-01-13
KV Mechelen,2000-06-30
KV Mechelen,1999-06-30
KV Mechelen,1982-04-16
KV Mechelen,1977-06-30
KTH Diest,1975-06-30
KV Mechelen,1975-06-30
New Radiant,2009-12-31
Da Nang FC,2007-06-30
RW Oberhausen,1999-06-30
FC 08 Homburg,1997-06-30
RW Essen,1994-06-30
BFV,1994-06-30
BFV,1983-12-31
KSV Waregem,2000-06-30
KRC Harelbeke,1994-06-30
Eendracht Aalst,2024-06-30
Eendracht Aalst,2019-01-08
Eendracht Aalst,2021-06-30
FCV Dender EH,2023-02-05
KAA Gent U21,2019-01-07
KAA Gent U21,2019-01-05
Eendracht Aalst,2013-03-09
KSK Ronse,2009-10-07
KMSK Deinze,2007-05-31
FC Knokke,2023-06-30
Eendracht Aalst,2019-01-02
FC Knokke,2018-11-20
KMSK Deinze,2014-12-16
KSV Bornem,2012-11-14
Racing Mechelen,2010-09-01
K TSV Lyra,2010-03-31
Zwarte Leeuw,2007-09-30
Hoogstraten VV,2007-03-30
FC Lebbeke,2024-06-30
Dikkelvenne,2021-06-30
Eendracht Aalst,2018-11-13
Tempo Overijse,2016-10-23
Union SG,2012-11-30
KVW Zaventem,2012-05-24
OH Leuven,2010-06-30
OH Leuven,2008-06-30
Waasl.-Beveren,2020-06-30
Waasl.-Beveren,2019-09-01
Waasl.-Beveren,2018-06-30
Eendracht Aalst,2016-10-16
Berchem Sport,2014-05-14
Waasl.-Beveren,2012-11-18
KSK Ronse,2010-06-30
KSV Roeselare,2008-10-26
KV Waasland,2006-06-30
Denderhoutem,2005-06-30
KMSK Deinze,2003-06-30
Raja Casablanca,2023-05-01
ES Sahel,2018-12-15
HN Billows,2017-12-31
Khaleej,2016-08-30
KV Kortrijk,2016-06-30
Esperance,2014-08-28
Club Africain,2014-06-30
FC Liefering,2012-10-02
AKA Salzb. U18,2012-06-30
TJ Songjiang,2011-06-15
KSK Beveren,2010-02-28
RB Salzburg,2009-06-30
Metalurg D.,2008-03-30
Eendracht Aalst,2007-06-30
Olsa Brakel,2006-06-30
Eendracht Aalst,2006-06-30
Dilbeek Sport,2003-06-30
KMSK Deinze,2001-06-30
KMSK Deinze,2000-06-30
FC E. Affligem,1999-06-30
Asse Zellik ,1988-06-30
Eendracht Zele,1987-06-30
RRFC Montegnée,2012-09-23
KSK Wevelgem Cit,2008-06-30
La Louviere,2006-02-21
Eendracht Aalst,2005-06-30
KV Oostende,2005-01-10
KMSK Deinze,2021-03-04
RE Virton,2019-02-12
Dikkelvenne,2018-08-26
Royal Antwerp,2016-11-10
Royal Antwerp,2016-06-30
JV De Pinte,2015-06-30
Zulte Waregem,2013-06-30
SVZW U21,2011-06-30
KRC Waregem,2009-06-30
Sparta Petegem,2007-06-30
Eendracht Aalst,2005-01-10
RSC Anderlecht,2003-06-30
Ingelmunster,2002-06-30
KMSK Deinze,1999-06-30
SK Berlare,2019-12-27
KVK Ninove,2018-06-30
Verbr. Meldert,2006-06-30
RC Lebbeke,2005-06-30
Eendracht Aalst,2003-09-08
Verbr. Meldert,2003-06-30
KVK Ninove,1999-12-31
Eendracht Aalst,2003-02-28
KV Oostende,2000-11-27
Eendracht Aalst,2002-06-30
Eendracht Aalst,2002-04-10
KSV Roeselare,2008-07-21
Royal Antwerp,2002-02-05
Eendracht Aalst,2001-04-24
Lokeren-Temse,2022-05-01
SK Londerzeel,2020-06-30
KVK Ninove,2019-10-16
KVK Tienen,2017-11-30
FCV Dender EH,2017-06-30
FCV Dender EH,2013-06-30
VW Hamme,2012-06-30
KV Oostende,2009-03-04
FCN Sint-Niklaas,2008-06-30
FCV Dender EH,2007-10-31
KVK Tienen,2005-06-30
OH Leuven,2004-06-30
Eendracht Aalst,1992-09-30
Royal Antwerp,1996-04-27
Union SG,1994-06-30
Eendracht Aalst,1991-09-30
KSV Ingelmunster,1990-06-30
Eendracht Aalst,1988-06-30
Royal Antwerp,1986-09-29
Racing Jet,1986-03-25
RFC Hannutois,1993-06-30
Union SG,1985-12-31
Eendracht Aalst,1984-06-30
Racing Mechelen,1983-06-30
RWD Molenbeek,1981-06-30
Sint-Truiden,2020-12-07
KSC Grimbergen,2018-10-29
KFC Diest,2018-02-12
KSC Grimbergen,2016-06-30
Sport. Hasselt,2014-06-30
Sint-Truiden,2011-06-30
Sint-Truiden,2009-06-30
KSC Grimbergen,2011-09-04
Ol. Wijgmaal,2007-06-30
Yokohama F. M.,2024-01-31
Melbourne,2019-05-20
Melbourne,2013-10-28
Club Brugge YL,2023-03-15
Club NXT,2023-03-15
Haverfordwest,2022-06-30
Waasl.-Beveren,2021-06-30
Sint-Truiden,2020-01-02
St.Truiden U21,2020-01-02
St. Truiden U18,2019-06-30
Berchem Sport,2018-01-24
ASV Geel,2017-10-16
KVK Tienen,2016-06-30
Al-Raed,2015-06-30
Najran SC,2014-10-01
Zwarte Leeuw,2014-09-11
FCV Dender EH,2014-02-13
KV Kortrijk,2019-06-30
Sint-Truiden,2017-08-13
Sint-Truiden,2016-06-30
Melbourne,2012-12-31
KFC Diest,2020-06-30
Patro Eisden,2018-04-09
Patro Eisden,2018-02-05
Pat. Eisden U19,2017-06-30
Patro Eisden,2017-03-15
Esperanza Pelt,2016-06-30
Dessel Sport,2015-01-05
Sint-Truiden,2013-06-30
Sint-Truiden,2011-08-30
Overpelt-Lommel,2008-06-30
OH Leuven,2007-06-30
HIHHoepertingen,2016-10-24
Sint-Truiden,2011-09-05
Sint-Truiden,2007-12-09
Sint-Truiden,2007-09-17
Sint-Truiden,2007-06-30
Sint-Truiden,2006-12-31
Sint-Truiden,2005-06-30
Zulte Waregem,2021-06-30
Zulte Waregem,2020-06-30
Sint-Truiden,2006-11-07
Sint-Truiden,2005-02-28
Sint-Truiden,2004-06-30
Sint-Truiden,1997-06-30
Sint-Truiden,1996-01-28
K Patro Eisden,1992-06-30
Racing Mechelen,1991-06-30
Sint-Truiden,1990-06-30
KSC Hasselt,1980-01-06
Sint-Truiden,2001-06-30
Sint-Truiden,2010-06-30
Bocholt VV,2006-06-30
KSK Tongeren,2002-02-11
Sint-Truiden,1999-11-16
KRC Genk,1992-06-30
Union SG,1999-06-30
Sint-Truiden,1997-02-03
La Louviere,1996-09-24
RWD Molenbeek,1994-06-30
Sint-Truiden,1996-09-25
Sint-Truiden,1992-04-01
K Patro Eisden,1997-12-31
KSK Tongeren,1995-06-30
K Patro Eisden,1991-06-30
RSC Charleroi,1989-10-23
KSK Tongeren,1988-06-30
Sint-Truiden,1986-06-30
RSC Charleroi,1984-06-30
Sint-Truiden,1973-11-02
Sint-Truiden,1973-06-30
Sint-Truiden,1972-10-27
Sint-Truiden,1970-06-30
Boom FC,1978-02-18
SK Beveren-Waes,1971-12-29
Sint-Truiden,1969-06-30
Racing Mechelen,2019-06-30
Merksplas,2018-09-22
KFC Duffel,2017-06-30
KVV Vosselaar,2016-12-18
VW Hamme,2013-10-01
KFCO Wilrijk,2013-06-30
Sint-Niklaas,2012-01-02
KRC Gent,2011-10-12
KSK Beveren,2010-06-30
KSV Temse,2010-03-19
Willebroek,2008-06-30
KSV Oudenaarde,2007-06-30
KSV Temse,2005-06-30
FC Nieuwkerken,2003-06-30
KSV Oudenaarde,2002-12-31
KSV Bornem,2002-06-30
RS Haasdonk,2001-06-30
Eendracht Aalst,1999-01-01
FC Nieuwkerken,1998-06-30
KJV Kruibeke,1996-11-01
Svelta Melsele,2019-06-30
KAA Gent U21,2011-06-30
KSK Beveren,2010-03-20
KSK Beveren,2009-06-30
KSV Temse,2018-01-23
KSV Bornem,2017-02-11
Berchem Sport,2013-11-01
KSV Bornem,2010-02-10
KSK Beveren U19,2008-03-30
Racing Mechelen,2006-06-30
KSV Bornem,2005-06-30
Sport. Hasselt,2011-09-19
FC Brüssel,2008-12-30
KSK Beveren,2007-06-30
KSK Beveren,2006-06-30
KSK Beveren,2006-03-24
RWDM U19,2000-06-30
Boussu Dour,1995-06-30
RUS Binchoise,1993-06-30
URS Centre,1990-06-30
La Louviere,1989-06-30
Anderlecht Yth.,1988-06-30
Olym. Charleroi,2020-06-30
RFC Tournai,2017-06-30
FCV Dender EH,2016-03-02
Racing Mechelen,2015-03-01
UR La Louvière,2012-06-05
KV Oostende,2011-02-13
RAEC Mons,2008-12-04
RFC Tournai,2008-06-30
AC Allianssi,2005-12-31
KV Waasland,2005-03-31
KSK Ronse,2003-12-31
KSK Beveren,2002-06-30
RAEC Mons,2002-01-23
KSK Beveren,1999-11-01
KSK Beveren,1997-11-14
KSK Beveren,1990-02-28
K. St-Niklase SK,1985-06-30
KSK Beveren,1989-12-11
Racing Mechelen,1989-06-30
KSK Beveren,1986-06-30
Waterschei THOR,1982-06-30
KSK Beveren,1988-06-30
SK Beveren-Waes,1975-06-30
KSV Waregem,1975-06-30
SK Beveren-Waes,1974-06-30
Racing Mechelen,1972-06-30
KTH Diest,1966-06-30
TSV Lyra,1965-06-30
T. Borgerhout,1963-06-30
Zébra Élites,2023-06-30
RSC Charleroi,2022-11-20
RSC Charleroi,2024-06-30
Mouscron,2018-08-30
RE Virton,2018-02-14
KV Kortrijk,2025-06-30
KAS Eupen,2023-06-30
RSC Charleroi,2022-10-21
SH Port,2021-06-30
Royal Antwerp,2020-12-31
RSC Charleroi,2013-06-30
RSC Charleroi,2012-07-14
RSC Charleroi,2012-06-13
RSC Charleroi,2012-03-05
RSC Charleroi,2010-06-30
RSC Charleroi,2009-11-20
RSC Charleroi,2002-11-11
RSC Charleroi U19,2012-02-23
Tubize-Braine,2021-11-16
Stade Brainois,2021-06-30
Wavre Sports FC,2020-06-30
UR La Louvière,2018-02-01
ROC Charleroi-M.,2016-08-26
UR La Louvière,2012-10-02
RSC Charleroi,2012-02-22
APOEL Nicosia,2018-04-06
Diósgyőr,2014-06-30
Diósgyőr,2013-06-03
RSC Charleroi,2011-04-04
Csikszereda,2023-01-24
Chennaiyin FC,2021-04-10
Sepsi OSK,2019-11-12
Dundee United,2018-09-30
Dunajska Streda,2017-05-31
MTK Budapest,2016-02-03
MTK Budapest,2015-06-02
RSC Charleroi,2011-03-17
Heart of Midl.,2010-01-29
FC Sopron,2006-02-17
Ferencváros,2005-11-10
M'gladbach II,2003-06-30
TuS Grevenbroich,1999-06-30
BW Kerpen,1998-06-30
St. Mirren,2014-12-09
St. Mirren,2014-05-13
RSC Charleroi,2010-04-14
Hibernian FC,2008-02-11
Livingston FC,2013-02-28
RSC Charleroi,2009-06-30
Hibernian FC,2007-12-20
RE Virton,2018-06-30
RE Bertrix,2013-06-30
RSC Charleroi,2008-12-09
KV Mechelen,2016-06-30
Club Brugge,2013-06-30
RAEC Mons,2012-06-30
KV Kortrijk,2011-06-30
RSC Charleroi,2007-12-10
Francs Borains,2022-01-17
RFC Lüttich,2019-06-30
UR La Louvière,2016-04-11
AFC Tubize,2014-10-07
Union SG,2012-02-25
ROC Charleroi-M.,2010-06-30
RSC Charleroi,2003-09-30
UR Namur,2011-11-14
Royal Spa FC,2010-06-30
RCS Verviers,2008-06-30
Sprimont ,2006-06-30
RJS Bas-Oha,2003-06-30
RSC Charleroi,2002-11-05
Walhain,2000-06-30
Sprimont SP,1999-06-30
RSC Anderlecht,2007-09-30
Eendracht Aalst,2002-12-31
RSC Charleroi,2000-03-16
RSC Charleroi,2007-04-30
RSC Charleroi,1991-09-30
La Louviere,1998-02-10
Olymp. Charleroi,1997-06-30
RAEC Mons,1994-06-30
RSC Charleroi,1987-06-30
Union SG,1984-06-30
La Louviere,1982-06-30
Marchienne Ass.,1978-06-30
RSC Charleroi,1980-05-03
Beringen FC,1980-06-30
RSC Charleroi,1978-11-23
RRC Brüssel,1976-06-30
Union SG,1968-06-30
Racing Jet,1985-06-30
RSC Charleroi,1976-04-16
RSC Charleroi,1975-06-30
KVK Wellen,2020-06-30
KVK Wellen,2017-06-30
Esperanza Pelt,2016-12-05
KFC Helson,2016-06-30
Weerst. Koersel,2013-06-30
KSK Tongeren,2010-06-30
KFC Verbr. Geel,2008-02-14
Kermt-Hasselt,2004-06-30
Dessel Sport,2009-05-06
Overpelt-Lommel,2009-01-19
KFC Verbr. Geel,2007-06-30
KSC Hasselt,1996-06-30
Lommel SK,1993-06-30
Lommel SK,1992-10-20
Witgoor Dessel,2016-06-30
De Kempen,2015-12-01
Witgoor Dessel,2015-06-30
KFC Oosterzonen,2013-10-01
K TSV Lyra,2013-06-30
Leopoldsburg,2012-06-30
KFC Verbr. Geel,2008-06-30
ASPIRE Academy,2022-06-30
RSC Anderlecht,2018-10-18
FC Brüssel,2005-02-25
FC Brüssel,2008-05-05
VV Terneuzen,2003-03-02
KFC Verbr. Geel,2002-06-30
KFC Verbr. Geel,2000-02-15
KFC Verbr. Geel,2002-02-10
KFC Verbr. Geel,1997-06-30
Bocholt VV,2004-06-30
KVK Tienen,2001-10-08
Dilsen VV,1999-10-10
KFC Verbr. Geel,1997-02-10
Beringen FC,1996-06-30
KFC Tielen,1995-09-11
KV Turnhout,1993-06-30
Lommel SK,1987-12-07
K Patro Eisden,1987-02-02
KEC Rotem,1984-06-30
KSK Bree,1983-06-30
BD Yingli ETS,2017-10-09
MVV Youth,2015-06-30
HN Jianye,2011-12-31
Al-Wahda FC,2008-12-17
DL Shide,2007-11-20
El Ahly,2003-05-24
U. A. E.,2002-02-28
KFC Verbr. Geel,1993-06-30
Germinal Ekeren,1989-12-01
KFC Verbr. Geel,1988-12-31
Roda JC,1987-06-30
MVV U21,1980-06-30
MVV,1980-06-30
Royal Antwerp,2004-01-04
Beringen FC,2001-10-15
KVO Aarschot,2001-02-12
KVK Tienen,1993-03-24
KFC Verbr. Geel,1992-02-18
Stade Leuven,1990-04-23
KVK Tienen,1986-06-30
Lommel SK,1995-09-22
Lommel SK,1994-11-27
KFC Oosterzonen,2012-09-21
KSV Temse,2012-06-30
Royal Antwerp,2010-11-22
Dessel Sport,2001-06-30
Royal Cappellen,1998-06-30
Lommel SK,1995-06-30
Zwarte Leeuw,1994-06-30
Hoogstraten VV,1992-06-30
T. Borgerhout,1989-06-30
K. Merksem SC,1985-06-30
Lommel SK,1992-10-19
Sparta Prague,2024-06-30
FC Midtjylland,2021-06-30
FC Midtjylland,2019-11-20
FC Midtjylland,2019-08-19
FC Copenhagen,2017-09-05
FC Midtjylland,2016-06-30
Al-Orobah FC,2019-06-30
Ohod Club,2018-06-30
Royal Antwerp,2016-11-14
White Star,2016-11-09
Royal Antwerp,2013-06-01
RSC Charleroi,2012-05-30
RAEC Mons,2011-05-30
KSV Roeselare,2010-05-30
KSV Roeselare,2004-06-01
Sparta R.,2016-06-30
Royal Antwerp,2015-06-30
Volendam U19,2013-06-30
FC Volendam,2013-06-30
Volendam U17,2010-06-30
Hoogstraten VV,2018-03-09
Waasl.-Beveren,2016-11-07
Waasl.-Beveren,2017-05-30
Dessel Sport,2015-09-27
FC Brügge U21,2014-06-30
Royal Antwerp,2012-06-30
Hoogstraten VV,2011-11-13
KFC Duffel,2010-06-30
Sint-Lenaarts,2009-06-30
Royal Cappellen,2020-06-30
Lommel United,2016-02-11
Al-Ahli U23,2013-06-30
Royal Antwerp,2011-11-13
Zulte Waregem,2010-10-24
KV Waasland,2010-06-30
Royal Cappellen,2008-06-30
KFC Wuustwezel,2003-06-30
Royal Antwerp,2009-11-22
Royal Antwerp,1998-06-30
Royal Antwerp,1996-06-30
Royal Antwerp,1996-04-26
Royal Antwerp,1995-06-30
Royal Antwerp,2005-01-30
Cercle Brugge,2004-06-30
KSV Roeselare,1999-09-30
Stockay,2022-06-30
RFC Seraing,2022-01-02
RFC Lüttich,2019-12-23
RE Virton,2018-10-25
Union SG,2018-05-08
Al-Shabab U23,2013-09-20
CS Visé,2011-09-19
F91 Dudelange,2011-06-10
FC Brüssel,2009-02-11
Seraing United,2008-06-30
KAS Eupen,2008-01-23
Royal Antwerp,2004-06-30
RAEC Mons,2003-09-29
RFC Lüttich,2001-04-30
La Louviere,2001-01-29
UR Namur,1998-06-30
FC Wiltz 71,1995-11-30
Royal Antwerp,1986-12-05
K. St-Niklase SK,1985-04-16
VAC Beerschot,1982-06-30
Royal Antwerp,1980-06-30
Royal Antwerp,1972-06-30
Royal Antwerp,2012-01-09
Royal Antwerp,1971-06-30
Racing Mechelen,1977-06-30
Olse Merksem,1974-06-30
Royal Antwerp,1970-06-30
Willebroekse SV,1965-06-30
Royal Antwerp,1964-11-18
La Louviere,2006-06-30
La Louviere,2005-10-21
RSC Andenne,2006-06-30
RFC Battice,2003-06-30
La Louviere,2001-02-05
La Louviere,2001-11-05
SK Kampenhout,2009-01-23
Middlesbrough,2003-03-31
Nottm Forest,2002-12-31
Royal Cappellen,1999-10-11
La Louviere,1997-11-10
KFC Eppegem,2020-01-07
RFC Seraing,1987-06-30
Standard Liège,1986-06-30
La Louviere,1979-03-13
La Louviere,1978-06-30
La Louviere,1975-10-24
RWD Molenbeek,2001-10-04
RWD Molenbeek,1998-12-13
RWD Molenbeek,1998-01-20
RSC Anderlecht,2020-05-03
RSC Anderlecht,2012-06-30
Racing Jet,1989-06-30
RFC Seraing,1990-06-30
ASEC Mimosas,1989-06-30
RAEC Mons,1988-06-30
Boussu Dour,1987-06-30
RWD Molenbeek,1986-01-14
Racing Jet,1984-09-29
RWD Molenbeek,1984-06-30
RAEC Mons,2015-06-30
RWDM Brussels,2014-01-30
FC Brüssel,2013-04-12
FC Brüssel,2013-02-06
RSC Charleroi U19,2009-06-30
RSC Charleroi,2022-06-30
Olympique Lyon,2021-06-30
Guingamp,2018-05-18
Standard Liège,2016-02-17
FC Brüssel,2010-06-30
RAEC Mons,2008-12-03
RFC Tournai,2012-06-16
Boussu Dour,2011-04-19
RAEC Mons,2005-06-06
RAEC Mons,2004-10-11
RAEC Mons,2004-10-05
RAEC Mons,2002-04-30
RAEC Mons,2004-10-04
RAEC Mons,1977-06-30
RAEC Mons,1972-06-30
Cercle Brugge,2024-06-30
Cercle Brugge,2022-09-18
SV Ried,2021-03-25
FAC,2020-12-31
AKA SV Ried U15,2020-06-30
SV Ried,2018-11-25
SV Ried II,2018-12-31
SV Ried,2019-06-30
AKA SV Ried U18,2018-06-30
Neuhofen/SVR II,2017-06-30
Weißkirchen,2014-12-31
Cercle Brugge,2022-09-19
LASK,2021-09-13
Women's footbal,2020-07-10
U. Pregarten,2011-01-31
Ottensheim,2010-06-30
FAC TfW,2008-08-26
LASK,2008-05-31
Wiener Sportklub,2006-10-16
Admira Wacker,2005-08-16
Admira Wacker,2004-09-23
FC Admira II,2004-05-11
Admira U19,2004-06-30
Admira U19,2003-06-30
Brunn/Geb.,2000-06-30
Brunn/Geb.,1997-06-30
Cercle Brugge,2023-06-30
Cercle Brugge,2021-02-03
Cercle U21,2021-10-04
Cercle U17,2015-06-30
RWDM,2023-07-24
OH Leuven,2020-06-09
Cercle Brugge,2018-06-30
Cercle Brugge,2016-10-29
ASV Geel,2016-05-24
Sport. Hasselt,2015-11-17
Cercle Brugge,1998-10-31
Cercle Brugge,2013-06-30
Trabzonspor,1993-09-30
RSC Anderlecht,1988-02-09
Cercle Brugge,1988-09-08
Al-Akhdar SC,2009-11-24
JS Kabylie,2005-10-14
Al-Olympique SC,2004-06-30
Ittihad Alex,2001-06-30
CIK,1999-06-30
West Riffa,1998-06-30
Africa Sports,1995-06-30
Cercle Brugge,1987-09-28
RFC Seraing,1986-06-30
Cercle Brugge,1966-06-30
KSC Grimbergen,2018-06-30
RWDM Brussels,2016-11-21
KVV Crossing,2013-11-01
FC Brüssel,2012-02-15
MC Oran,2022-06-30
ES Sétif,2019-06-30
USM Alger,2017-07-25
FC Brüssel,2013-06-30
FC Brüssel,2013-04-05
FC Brüssel,2013-03-12
Standard Liège,2021-10-01
FC Brüssel,2013-03-13
FC Brüssel,2013-02-27
AFC Tubize,2017-10-24
FC Brüssel,2011-10-10
KSC Grimbergen,1999-06-30
KV Kortrijk,1998-11-23
FC Brüssel,2009-06-30
FC Brüssel,2009-02-10
AFC Tubize,2004-11-30
UR La Louvière,2014-03-08
KVK Tienen,2013-05-28
AFC Tubize,2011-11-11
KAS Eupen,2011-06-30
AFC Tubize,2011-04-13
KAS Eupen,2010-09-04
ROC Charleroi-M.,2008-10-14
KFC Strombeek,2002-12-13
Wolvertem SC,2017-11-14
KSC Grimbergen,2013-12-31
Diegem Sport,2012-06-30
KFC Strombeek,1994-06-30
KV Oostende,2022-02-10
KV Oostende,2022-06-30
TSV Künzell,2019-10-01
SG Aulatal,2018-06-30
KV Kortrijk,2022-11-13
