club_name,end_of_spell
SC Concordia,1957-06-30
Arm. Bielefeld,1953-06-30
Eintr. Wetzlar,1951-06-30
Chio Waldhof 07,1973-10-14
Freiburger FC,1973-06-30
FC 08 Villingen,1971-06-30
Chio Waldhof 07,1970-06-30
Arm. Bielefeld,1969-10-31
SW Essen,1966-06-30
Freiburger FC,1964-06-30
SW Essen,1961-06-30
Freiburger FC,1957-06-30
Chio Waldhof 07,1954-02-23
Wedeler TSV,1949-06-30
Schwaben Augsb.,1965-06-30
FC St. Pauli,1964-06-30
LBV Phönix,1960-06-30
SV Sodingen,1958-06-30
Arm. Bielefeld,1957-06-30
Chemie Leipzig,1952-12-31
BSG HW Stendal,1951-06-30
Frankenthal,1960-06-30
Bor. M'gladbach,1957-06-30
Arm. Bielefeld,1955-06-30
Arm. Bielefeld,1950-06-30
FC 04 Singen,1951-06-30
Arm. Hannover,1953-01-31
Preussen Hameln,1952-06-30
Göttingen 05,1949-06-30
Arm. Hannover,1948-06-30
Arm. Bielefeld,1938-06-30
VfL Osnabrück,1932-06-30
Schweinfurt 05,1930-06-30
Arm. Bielefeld,1924-10-01
U'haching U19,2023-06-30
U'haching U17,2022-06-30
U'haching Yth.,2018-06-30
Unterhaching,2023-06-30
U'haching U19,2021-06-30
DFB-Jugend,2021-03-24
Unterhaching,2021-06-30
M'gladbach II,2020-06-30
M'gladbach II,2015-11-12
M'gladbach U19,2015-09-20
K. Offenbach,2013-02-06
1.FC Kleve,2009-02-28
Unterhaching,2021-03-19
Unterhaching,2020-07-28
Unterhaching,2015-06-30
U'haching U19,2015-03-25
Unterhaching,2014-06-30
Unterhaching,2014-01-03
SV Heimstetten,2011-10-27
TSV 1860 U19,2009-06-30
U'haching U19,2003-06-30
E. Braunschweig,2023-06-30
SV Sandhausen,2021-02-15
Würzb. Kickers,2021-01-01
VfL Bochum U19,2020-07-30
D. Dresden U19,2019-06-30
Dynamo Dresden,2019-06-30
FC Augsburg U17,2015-06-30
Unterhaching,2010-03-22
U'haching U19,2007-10-04
Unterhaching II,2012-06-30
Unterhaching,2007-03-19
Unterhaching,2005-04-10
Unterhaching,2004-06-30
Unterhaching,2002-05-05
Unterhaching,1993-06-30
Unterhaching,2013-06-30
Unterhaching,1987-06-30
Unterhaching,1991-06-30
SSV Ulm 1846,2025-06-30
Women's footbal,2019-06-30
FV Illertissen,2024-06-30
SSV Ulm 1846,2021-06-30
AKA Salzb. U18,2018-05-10
FV Illertissen,2016-09-26
Illertissen II,2012-06-30
FV Ravensburg,2022-12-03
SC Geislingen,2022-06-30
Stuttg. Kickers,2019-06-30
SSV Ulm 1846,2018-06-30
SSV Ulm 1846,2017-08-14
1.FC Heiningen,2016-12-31
TSV Crailsheim,2010-06-30
FC Memmingen,2024-06-30
TSV Essingen,2022-03-10
FC Memmingen,2019-06-30
SSV Ulm 1846,2017-08-15
SC Pfullendorf,2014-06-30
SSV Ulm 1846,2012-11-13
SSV Ulm 1846,2012-06-30
SC Ichenhausen,2022-06-30
FC Burlafingen,2017-10-20
SSV Ulm 1846,2014-06-30
SSV Ulm U19,2013-12-31
SSV Ulm 1846,2013-10-18
TSV Rain/Lech,2014-10-13
SSV Ulm 1846,2014-04-15
FC Gerolfing,2013-01-31
Baia Zugdidi,2009-06-30
Ingolstadt U19,2005-06-30
SSV Ulm 1846,2014-04-21
SSV Ulm 1846,2008-06-30
Stuttg. Kickers,1994-10-26
SSV Ulm 1846,1994-06-30
FC Augsburg,1986-06-30
SSV Ulm 1846,1984-06-30
Slask Wroclaw,2022-06-30
Lech Poznan,2021-04-12
Lech Poznan,2021-05-31
FC Liefering,2017-06-22
AKA Salzb. U16,2013-10-02
Salzburg Youth,2015-06-30
AKA Salzb. U18,2015-06-30
SSV Ulm 1846,2011-06-30
SSV Ulm 1846 II,2009-06-30
SSV Ulm 1846,2010-12-01
Hamburger SV,2019-05-24
Holstein Kiel,2018-05-28
VfB Stuttgart,2016-02-07
Karlsruher SC,2009-08-19
SSV Ulm 1846,2023-06-30
1860 Munich,2019-02-20
St. Kickers II,2017-06-30
Stuttg. Kickers,2016-12-31
Stuttg. Kickers,2016-11-10
St. Kickers II,2016-10-24
Stuttg. Kickers,2017-12-31
FC Augsburg,2015-05-08
FC Augsburg U19,2012-06-30
Norm. Gmünd,2011-12-31
1860 München II,2010-06-30
Heidenheimer SB,2007-09-17
SSV Ulm 1846,2004-11-30
FC Gundelfingen,2023-06-30
FV Illertissen,2018-09-25
FC Memmingen,2017-09-29
FC Gundelfingen,2016-06-30
TSV Aindling,2012-04-03
FC Gundelfingen,2010-06-30
SSV Ulm 1846,2003-09-28
SSV Ulm 1846,2002-12-09
SSV Ulm 1846,2002-11-18
W. Burghausen,2008-06-20
W. Burghausen,2009-06-30
SSV Ulm 1846,2001-06-30
SSV Ulm 1846,2000-10-31
SW Bregenz,1997-06-30
A. Lustenau,1994-06-30
Olymp. Laupheim,2016-11-12
VfL Kirchheim,2010-06-30
SSV Ulm 1846,1999-03-30
FC Gundelfingen,1997-04-15
SSV Ulm 1846,1996-12-31
TSF Ditzingen,1999-08-29
Ludwigsburg 07,1997-05-11
SSV Ulm 1846,1995-10-28
FC Bayern II,2011-06-30
Karlsruher SC,2009-06-30
VfR Mannheim,2007-06-30
Fürstenfeldbr.,2007-04-17
FC Nöttingen,2007-01-14
VfR Mannheim,2006-06-30
VfR Mannheim,2002-06-30
Karlsruher SC,1999-10-15
FC Bayern II,1998-06-30
SSV Ulm 1846,1995-06-30
Karlsruher SC,1986-05-31
Karlsruher SC,1994-06-30
Aschaffenburg,1989-06-30
Freiburger FC,1989-03-31
SSV Ulm 1846,1988-04-18
SSV Reutlingen,1985-06-30
VfR Aalen,2000-04-15
FC Gundelfingen,1995-04-09
SSV Ulm 1846,1985-06-30
SpVgg Au/Iller,1994-06-30
SpVgg Au/Iller,2002-06-30
Hannover 96 II,1995-05-04
Hannover 96,1994-06-30
SSV Ulm 1846,1984-12-09
FC Augsburg,1984-06-30
SC Herford,1981-06-30
SpVgg Fürth,1980-06-30
Hannover 96,1976-12-31
Hannover 96,1976-12-13
Hannover 96,1974-03-12
Hannover 96,1973-02-28
TuS Celle FC,1972-06-30
Bayern Munich,2012-06-30
SSV Ulm 1846,1983-06-30
Eintracht Trier,1981-06-30
1.FC Nuremberg,1978-12-20
Wormatia Worms,1978-05-26
FC Bayern II,1977-05-31
Bayern Munich,1977-05-31
FC Memmingen,1995-06-30
FC Memmingen,1984-06-30
FV Biberach,1983-04-28
SSV Ulm 1846,1980-03-11
VfR Aalen,1977-06-30
SpVgg Weiden,1976-06-30
FC Amberg,1974-06-30
TSV Weißenburg,1971-06-30
FC Dornbirn,1961-06-30
SV Sodingen,1955-06-30
Pr. Münster,1954-06-30
Schwaben Augsb.,1951-06-30
BC Augsburg,1949-10-31
SSV Ulm 1846,1948-10-11
Wacker München,1948-06-30
Karlsruher FV,1941-06-30
Stuttg. Kickers,1938-06-30
FV Saarbrücken,1937-06-30
1.FC Köln,2025-06-30
Berliner AK,2016-08-31
K.-Oberspree,2015-06-30
1.FC Magdeburg,2010-03-23
G. Schöneiche,2009-03-31
1.FC Köln,2024-06-30
1.FC Köln,2019-11-18
1.FC Köln,2019-11-09
1.FC Köln,2019-06-30
1.FC Köln II,2019-04-27
1.FC Köln II,2018-06-30
1.FC Köln U17,2017-09-30
KFC Uerdingen,2017-06-30
Velbert 02,2016-04-07
Wattenscheid 09,2014-06-30
Schalke 04 Yth.,2010-06-30
Wolfsberger AC,2025-06-30
1.FC Köln,2019-12-31
FC Magna,2011-12-31
Schwanenstadt,2008-06-30
A. Vienna Res.,2008-01-21
RB Leipzig,2021-12-09
RB Leipzig,2021-12-04
1.FSV Mainz 05,2020-09-28
Jahn Regensburg,2019-06-30
RB Leipzig U19,2017-06-30
RB Leipzig,2015-06-30
RB Leipzig U17,2015-02-10
Gr. Fürth U17,2014-06-30
SV Kleinsendelbach,2010-06-30
SC 04 Schwabach,2003-06-30
1.FC Köln,2018-06-30
1.FC Köln,2017-12-18
1.FC Köln U19,2017-12-02
Greuther Fürth,2016-11-21
VfR Aalen,2015-06-30
VfR Aalen,2013-06-30
VfR Aalen II,2013-06-30
SpVgg Wirges,2012-06-30
TuS Mayen,2010-06-30
TuS Mayen,2007-06-30
1.FC Köln,2013-06-30
TSG Hoffenheim,2012-02-09
FC St. Pauli,2011-06-30
FC St. Pauli,2008-06-30
FC St. Pauli,2007-07-06
FC St. Pauli,2008-02-29
F. Düsseldorf,2023-02-28
1.FC Köln,2016-03-31
1.FC Köln,2011-04-27
1.FC Köln II,2010-10-24
1.FC Köln,2007-06-30
1.FC Köln U19,2007-06-30
Leverkusen U19,2003-06-30
1.FC Köln Yth.,1997-06-30
Tractor,2022-02-26
Admira Wacker,2020-09-13
Dinamo Zagreb,2008-06-30
Din. Zagreb U19,2008-01-14
Fenerbahce,2010-06-30
1.FC Köln,2006-11-26
Karlsruher SC,1999-06-30
Grasshoppers,2009-06-30
1.FC Köln,2006-11-09
Grasshoppers,2006-01-03
FC Thun,2004-12-31
FC Basel,2001-06-30
FC Wil 1900,1999-08-31
FC Baden 1897,1998-12-31
Grasshoppers,1998-06-30
FC Solothurn,1996-06-30
FC Thun,1983-06-30
FC Dürrenast,1978-06-30
El Ahly,2024-06-30
FC Basel,2020-08-31
VfL Bochum,2009-09-20
1.FC Köln,2004-06-30
Grasshoppers,2003-10-02
FC St. Gallen,2001-12-31
FC Wil 1900,1998-12-31
Grasshoppers,1997-06-30
Viktoria Köln,2020-06-30
Wuppertaler SV,2008-12-22
1.FC Köln,2008-06-30
1.FC Köln,2002-02-14
1.FC Köln II,2002-01-27
1.FC Köln U19,1997-06-30
Bonner SC,2019-06-30
1.FC Köln II,2015-06-30
Viktoria Köln,2005-06-30
Wuppertaler SV,2002-06-30
1.FC Köln II,1999-06-30
1.FC Köln,1996-03-31
1.FC Köln II,1995-08-26
1.FC Köln II,1994-06-30
Ajax,1998-11-14
1.FC Köln,1995-08-26
Bröndby IF,1992-06-30
FK Most,2015-02-24
Viktoria Köln,2013-01-30
FC Prishtina,2012-04-22
Bonner SC,2010-06-30
Wuppertaler SV,2008-02-05
FC Junkersdorf,2007-04-22
Wuppertaler SV,1997-06-30
1.FC Köln,1993-04-28
Wuppertaler SV,1992-06-30
1.FC Köln,2002-02-11
FC Gütersloh,1998-09-07
Fortuna Köln,1995-10-23
1.FC Köln,1991-09-09
Fortuna Köln,1989-08-30
Fortuna Köln,1986-10-13
1.FC Köln,1986-02-06
1.FC Köln,1983-08-24
1.FC Köln,1980-06-30
1.FC Köln U17,2017-06-30
1.FC Köln Yth.,2017-06-30
1.FC Köln II,2017-06-30
1.FC Köln U19,2012-06-30
1.FC Köln U17,2012-04-17
1.FC Köln II,2012-04-17
1.FC Köln Yth.,2012-04-17
1.FC Köln,2012-04-17
1.FC Köln,1980-10-16
1.FC Köln,1980-10-13
1.FC Köln,1973-06-30
1.FC Köln,1972-06-30
Bor. M'gladbach,1972-04-04
1.FC Köln II,1969-06-30
1.FC Köln,1976-06-30
TuS Langerwehe,1978-06-30
Alem. Aachen,1969-12-16
DJK Gütersloh,1975-12-31
1.FC Köln,1973-09-16
Bor. M'gladbach,1972-06-30
Admira/Wacker,1975-05-17
1.FC Köln,1971-06-30
Sampdoria,1965-01-25
1.FC Köln,1970-06-30
BSC Young Boys,1968-06-30
K. Offenbach,1964-06-30
SSV Reutlingen,1962-06-30
VfR Mannheim,1958-06-30
Schwaben Augsb.,1956-06-30
Arm. Hannover,1960-06-30
1.FC Köln,1959-06-30
Be Quick,1958-06-30
Bocskai FC,1938-11-28
F. Düsseldorf,1948-12-31
1.FC Köln,1948-06-30
VfL Bochum,2024-06-30
Vitesse,2022-09-21
Erzgebirge Aue,2017-08-14
RB Salzburg,2015-12-14
RB Salzburg YL,2016-02-11
FC Liefering,2017-06-30
AKA Salzb. U16,2013-06-30
Sonnenhof-Gr.,2009-06-30
SSV Ulm 1846,2007-06-30
Union Heilbronn,2004-06-30
Stuttg. Kickers,2003-06-30
Stuttg. Kickers,2003-03-09
St. Kickers II,2002-06-30
VfB Ober./Zell,2000-06-30
VfL Bochum,2022-09-21
VfL Bochum U19,2023-06-30
VfL Bochum,2018-02-11
VfL Bochum,2022-06-30
VfL Bochum U19,2016-12-31
VfL Bochum Yth.,2016-06-30
VfL Bochum,2018-02-07
VfL Bochum,2017-12-07
VfL Bochum,2016-12-31
VfL Bochum,2017-10-09
Hoffenheim U17,2015-06-30
Hannover 96,2009-03-31
Alanyaspor,2023-06-30
SF Lotte,2020-02-25
SC Roland,2014-12-31
D. Davensberg,2012-06-30
Gievenbeck II,2010-02-16
Almere City,2021-11-23
Adelaide United,2020-04-29
Twente FC,2018-03-26
VfL Bochum,2017-07-11
1.FC Nuremberg,2014-04-23
AZ Alkmaar,2013-09-29
Heracles Almelo,2010-06-30
Heerenveen,2008-06-30
Heracles Almelo,2004-06-30
Heerenveen,2001-06-30
Heerenveen U19,1993-06-30
KFC Uerdingen,2019-10-15
KFC Uerdingen,2019-04-30
Darmstadt 98,2016-12-06
VfL Bochum,2014-12-22
Hamburger SV,2013-06-30
VfL Bochum,2011-03-15
VfL Bochum,2009-10-27
Selangor FC,2022-11-30
Selangor FC,2021-11-20
SW Essen,2020-10-02
RW Essen,2019-06-04
SV Elversberg,2018-03-11
Holstein Kiel,2014-12-31
Holstein Kiel,2016-08-16
VfL Bochum,2013-04-08
VfL Bochum,2012-11-05
VfL Bochum,2012-10-24
Urawa Reds,2011-07-31
SC Freiburg II,2008-12-31
VfL Bochum Yth.,2018-06-30
VfL Bochum U19,2015-06-30
VfL Bochum II,2014-01-26
VfL Bochum,2013-06-30
VfL Bochum,2010-06-30
VfL Bochum U19,2013-06-30
VfL Bochum U19,2008-06-30
Ferencváros,2018-08-22
Persepolis,2012-04-24
Genclerbirligi,2011-04-26
Genclerbirligi,2010-11-01
VfL Bochum,2001-02-13
Urawa Reds,2008-03-16
Kocaelispor,1998-06-30
Urawa Reds,1996-12-31
Fenerbahce,1994-12-22
VfL Bochum,1992-11-02
Marseille,1991-06-30
Schalke 04 U19,1990-09-11
SV Grieth,2011-01-12
SC Bocholt 1926,2009-06-30
1.FC Bocholt,2007-03-04
LR Ahlen,2000-09-11
1.FC Bocholt,1996-05-24
Fortuna Köln,1990-09-23
TuRU Düsseldorf,1989-09-30
FC St. Gallen,1986-06-30
FC St. Gallen,1985-06-30
VfL Bochum,1981-06-30
Grasshoppers,1979-06-30
TeBe Berlin,1976-06-30
SV Röchling,1975-06-30
Hannover 96,1971-11-13
E. Braunschweig,1970-06-30
Saarbrücken,1963-06-30
Holstein Kiel,1961-06-30
Bremerhaven 93,1954-06-30
Wattenscheid 09,1981-02-12
SW Essen,1977-06-30
Wattenscheid 09,1974-12-31
Wattenscheid 09,1971-06-30
VfL Bochum,1967-06-30
Westfalia Herne,1963-06-30
VfL Bochum,1961-06-30
Hannover 96,1959-06-30
SV Sodingen,1957-06-30
Bor. M'gladbach,1955-06-30
Erkenschwick,1953-06-30
Karlsruher SC,1968-02-18
Hessen Kassel,1966-06-30
1.FC Nuremberg,1963-10-30
VfL Bochum,1960-06-30
SV Sodingen,1956-06-30
HFV,1955-06-30
VfL Osnabrück,1950-02-28
1.FC Magdeburg,2020-06-10
Energie Cottbus,2019-12-31
VfL Osnabrück,2013-05-13
Energie Cottbus,2011-12-08
VfL Osnabrück,2009-06-30
KFC Uerdingen,2004-05-13
Frankfurt U19,2023-01-24
E. Frankfurt YL,2023-01-24
Al-Khor Res.,2022-06-30
Al-Khor SC,2022-06-30
Energie Cottbus,2021-06-30
E. Cottbus U19,2021-04-22
Frankfurt Yth.,2020-06-30
SV Wehen U17,2018-06-30
V. Fulda U19,2014-06-30
Frankfurt U19,2013-06-30
E. Cottbus U17,2022-02-28
Energie Cottbus,2020-09-13
Energie Cottbus,2020-01-02
Energie Cottbus,2020-08-30
E. Cottbus U19,2020-01-02
Energie Cottbus,2018-06-30
E. Cottbus U19,2016-04-11
E. Cottbus II,2014-06-30
E. Cottbus U19,2011-06-30
Minaur,2023-06-30
Minaur,2021-07-21
FC Hermannstadt,2020-06-14
Kisvárda,2019-10-08
FC Hermannstadt,2019-06-12
FC Dinamo,2018-02-26
Concordia,2017-09-19
CFR Cluj,2017-06-06
Energie Cottbus,2016-04-12
ASA Tg. Mures,2015-09-20
ETO FC Győr ,2015-06-15
CFR Cluj,2014-11-23
Ceahlăul,2013-12-26
E. Cottbus II,2013-06-16
Energie Cottbus,2010-08-06
BFC Dynamo,2018-12-17
Energie Cottbus,2015-09-24
Energie Cottbus,2014-06-30
Energie Cottbus,2016-06-30
E. Cottbus Yth.,2014-02-23
E. Cottbus U19,2013-06-30
Bentwisch U19,2011-06-30
Anker Wismar,2009-02-28
Steinhagen,2022-06-30
FSV Zwickau U19,2021-06-30
Steinhagen,2018-06-30
Schalke 04 II,2016-06-30
Energie Cottbus,2014-05-04
Energie Cottbus,2014-02-23
SC Herford,2012-06-03
Bielefeld U19,2011-05-08
Arm. Bielefeld,2010-06-30
A. Bielefeld II,2010-01-20
Hertha BSC U17,2023-06-30
Hannover 96 U19,2022-06-30
Würzb. Kickers,2017-10-02
Schalke 04 U17,2017-06-30
Schalke 04 U16,2016-06-30
Energie Cottbus,2014-02-24
SC Paderborn,2013-05-05
Wolfsburg U19,2012-07-08
Hertha BSC U19,2009-06-30
VfL Osnabrück,2021-06-30
SC Paderborn,2016-10-11
Paderborn U19,2016-03-02
Energie Cottbus,2011-12-31
Energie Cottbus,2012-12-31
Velbert 02,2008-10-08
ND Ilirija,2018-10-10
NK Olimpija,2012-04-25
Rudar Velenje,2011-03-15
Energie Cottbus,2009-06-30
ND Primorje ,2007-09-28
AEL Limassol,2006-02-10
NS Mura,2004-10-24
NK Maribor,2002-09-03
NK Smartno 1928,2001-11-01
NK Olimpija,2001-06-30
NK Maribor,2000-06-20
Rudar Velenje,1996-06-30
NK Olimpija,1994-11-01
NS Mura,1992-06-30
Publikum Celje,1991-06-30
ZFC Meuselwitz,2023-04-18
CZ Jena II,2022-06-30
Carl Zeiss Jena,2021-06-30
ZFC Meuselwitz,2020-06-30
Markranstädt,2015-06-30
Carl Zeiss Jena,2011-10-30
Carl Zeiss Jena,2010-06-30
Erzgebirge Aue,2009-06-03
E. Cottbus II,2008-04-20
Energie Cottbus,2007-09-27
E. Cottbus II,2007-09-24
Carl Zeiss Jena,2007-04-10
CZ Jena U19,2004-06-30
Magdeburg II,2024-06-30
Magdeburg U19,2022-06-30
Budissa Bautzen,2019-06-30
TuS Koblenz,2018-02-11
Carl Zeiss Jena,2013-08-25
Energie Cottbus,2007-09-23
Energie Cottbus,2004-11-23
E. Cottbus II,1997-06-30
Dynamo Dresden,2008-06-10
Sachsen Leipzig,2007-06-30
Sachsen Leipzig,2006-10-04
Al-Nasr SC,2006-01-20
Sachsen Leipzig,1994-04-05
BFC Siófok,1992-06-30
FC Schalke 04,1991-06-30
Dynamo Dresden,1990-04-03
Dynamo Dresden,1986-06-30
RB Leipzig,2014-06-30
Energie Cottbus,2006-09-19
Energie Cottbus,1994-06-30
Energie Cottbus,1992-04-24
BSG Chemie Guben,1991-04-15
Energie Cottbus,1980-09-15
Lok Stendal,2000-06-30
W. Nordhausen,1998-06-30
TeBe Berlin,1992-04-08
Energie Cottbus,1990-11-13
Lok Prenzlau,1995-06-30
Energie Cottbus,1984-10-15
BSG Stahl Riesa,1982-02-01
BSG Stahl Riesa,1970-06-30
Energie Cottbus,1982-03-05
Sachsenring,1984-06-30
Karl-Marx-Stadt,1980-12-31
Energie Cottbus,1975-12-31
BSC Freiberg,1981-06-30
BSC Freiberg,1974-06-30
BSG Chemie,1971-06-30
Motor Steinach,1969-06-30
Chemie Leipzig,1968-04-30
SC Cottbus,1967-06-30
Chemie Leipzig,1965-12-31
SC Lok Leipzig,1963-06-30
Germ. Mittweida,1959-12-31
SC Lok Leipzig,1956-12-31
SC Cottbus,1965-12-31
BG Laubsdorf,1963-06-30
ASK Vorwärts,1963-06-30
TSG Lübbenau,1950-06-30
Goyatzer SV,1949-06-30
SC Cottbus,1965-03-01
SC Aktivist B-S.,1963-06-30
SGD Eisleben,1960-06-30
BSG Aktivist,1954-12-31
Stahl Eisleben,1952-06-30
Unknown,1951-06-30
FC Ingolstadt,2021-12-08
Holstein Kiel,2019-09-15
E. Braunschweig,2019-06-30
Bor. M'gladbach,2016-12-21
Bor. M'gladbach,2015-11-12
M'gladbach II,2015-09-20
Hessen Kassel,2014-06-30
FC St. Pauli,2012-09-26
SC Paderborn,2011-06-30
SC Paderborn II,2009-04-01
SC Paderborn,2009-04-01
KSV Baunatal,2002-01-05
KSV Baunatal,2002-06-30
Baunatal U19,2002-06-30
Incheon Utd.,2019-04-15
A. Salzburg,2015-12-02
AE Larisa,2011-01-09
K. Offenbach,2008-06-30
Skoda Xanthi,2007-07-01
Bor. M'gladbach,2006-06-30
RW Oberhausen,2004-10-28
Luzern U21,2003-01-31
FC Locarno,2001-06-30
M'gladbach Yth.,2017-12-31
Bor. M'gladbach,2017-01-04
MSV Duisburg II,2008-12-31
MSV Duisburg,2008-06-30
M'gladbach II,2004-03-07
Bor. M'gladbach,2003-06-30
Bor. M'gladbach,1999-09-06
Bor. M'gladbach,2000-06-30
Bor. M'gladbach,2024-06-30
Chelsea,2008-10-31
Bor. M'gladbach,1999-08-31
Bay. Uerdingen,1990-06-30
RW Oberhausen,1998-10-03
Alem. Aachen,1996-08-28
Wuppertaler SV,1993-04-03
Bor. M'gladbach,1991-09-25
Bor. M'gladbach,1989-11-21
Spfr. Siegen,1987-06-30
Eintr. Haiger,1986-06-30
Rot-Weiß Lüdenscheid,1985-06-30
SSV Dillenburg,1980-06-30
SpVg Olpe,1976-06-30
F. Düsseldorf,2014-02-03
F. Düsseldorf,2007-12-31
W. Bremen U19,2004-11-09
W. Bremen Res.,2002-06-30
Werder Bremen,2002-06-30
Wilhelmshaven,1996-06-30
FC Bayern II,1992-06-30
TuS Esens,1979-06-30
Stern Misburg,1975-06-30
SC Steinhude,1974-06-30
BSV Gleidingen,1972-06-30
Komet Bremen,1971-06-30
Göttingen 05,1984-06-30
KSV Baunatal,1979-04-06
Göttingen 05,1978-06-30
VfR Heilbronn,1976-03-31
Jahn Regensburg,1974-06-30
Freiburger FC,1969-06-30
F. Düsseldorf,1968-06-30
Saarbrücken,1967-06-30
Viktoria Köln,1965-06-30
FSV Frankfurt,1964-06-30
Bor. M'gladbach,1962-06-30
B. Neunkirchen,1960-06-30
Fellows ZH,1957-06-30
SF Katernberg,1953-06-30
Bor. M'gladbach,1951-06-30
RW Oberhausen,1950-06-30
RW Essen,1948-06-30
Stuttg. Kickers,1937-06-30
SV Hüsten 09,1935-06-30
BV Altenessen,1934-06-30
Nuremberg II,2023-02-19
Dynamo Dresden,2019-12-02
Dynamo Dresden,2018-09-10
D. Dresden U17,2019-02-23
D. Dresden U19,2016-06-30
1.FC Nuremberg,2022-10-03
RB Leipzig,2020-07-29
RB Leipzig U19,2018-07-08
RB Leipzig YL,2018-07-08
RB Leipzig II,2017-06-30
RB Leipzig U17,2016-06-30
RB Leipzig Yth.,2015-02-15
SpVgg Bayreuth,2025-06-30
1.FC Nuremberg,2020-07-29
Nuremberg II,2021-06-30
1.FC Nuremberg,2019-11-13
Nuremberg II,2019-11-05
Nürnberg U17,2019-02-11
Nürnberg U16 ,2018-06-30
1.FC Nuremberg,2015-06-30
1.FC Nuremberg,2014-10-22
KFC Uerdingen,2018-03-15
SV Elversberg,2017-06-30
1.FC Nuremberg,2013-10-07
Nuremberg II,2012-12-23
FC Ingolstadt,2009-04-26
Ingolstadt II,2009-04-21
HNK Sibenik,2023-06-27
HNK Sibenik,2022-09-24
SCR Altach,2021-12-17
Atromitos,2021-02-04
1.FC Nuremberg,2019-11-05
Atromitos,2019-05-18
Rapid Vienna,2017-04-09
SCR Altach,2016-11-10
FC Lustenau,2013-01-06
Simmering,2011-10-10
FAC TfW,2010-06-30
LASK II,2010-05-07
Loko Moscow,2009-04-28
FAC TfW,2008-06-30
PSV TfW,2007-06-30
SV Donau,2004-11-20
Fortuna 05,2003-10-20
Leopoldsdorf,2001-12-31
Servette FC,2025-06-30
Kashima Antlers,2022-08-07
El Ahly,2020-10-01
FC Luzern,2019-02-18
RSC Anderlecht,2017-09-18
1.FC Nuremberg,2016-06-30
FC Aarau,2014-06-30
FC Schaffhausen,2011-04-13
GC Zürich U16,2009-06-30
St. Gallen U21,2007-10-25
FC St. Gallen,2005-04-29
FC St. Gallen,2007-10-25
FC Winterthur,2004-11-30
Winterthur U18,2002-06-30
FC Winterthur,2002-06-30
Seligenporten,2018-06-30
Nuremberg II,2016-06-30
1.FC Nuremberg,2014-06-30
Nuremberg II,2014-04-22
1.FC Nuremberg,2013-10-21
Nuremberg II,2013-10-06
Liechtenst. U21,2013-06-30
FC Vaduz,2012-06-30
St. Gallen U18,2010-06-30
Liechtenst. U21,2009-06-30
A. Lustenau II,2009-06-30
FC Balzers,2007-06-30
A. Lustenau,2009-09-30
TSG Hoffenheim,2016-06-30
1.FC Nuremberg,2012-12-31
KFC Uerdingen,1997-06-30
KFC Uerdingen,1996-06-30
KFC Uerdingen,1996-05-29
Eltersdorf,2013-06-30
Nürnberg U19,2010-06-30
Nürnberg U19,2008-07-01
1.FC Nuremberg,2007-06-30
1.FC Nuremberg,2005-11-08
Quelle Fürth,2002-06-30
1.FC Nuremberg,1990-06-30
Nürnberg Yth.,2015-06-30
DJK Limes 09,2013-05-15
FC Holzheim,2010-06-30
1.FC Schnaittach,2010-12-31
SpVgg Weiden,2005-09-10
1.FC Nuremberg,2000-03-02
1.FC Nuremberg,1998-12-31
Nuremberg II,2003-04-30
SV Bonlanden,1998-05-28
1.FC Nuremberg,1994-01-02
1.FC Nuremberg,1994-11-09
Darmstadt 98,1990-03-31
K. Offenbach,1989-03-06
Stuttg. Kickers,1987-06-30
Stuttg. Kickers,1984-10-21
St. Kickers U19,1982-06-30
1.FC Nuremberg,1983-12-31
1.FC Nuremberg,1981-09-08
1.FC Nuremberg,1981-05-26
FC Augsburg,1981-03-31
SpVgg Bayreuth,1980-06-30
FC Bayern Hof,1977-02-28
SpVgg Fürth,1974-06-30
Jahn Regensburg,1972-01-31
VfR Mannheim,1970-06-30
FC Bayern Hof,1968-06-30
VfB Helmbrechts,1966-06-30
Bad Kreuznach,1963-06-30
1.FC Nuremberg,1981-06-30
SSV Reutlingen,1977-06-30
SpVgg Fürth,1975-06-30
Union Heilbronn,1974-06-30
SpVgg Fürth,1971-06-30
Freiburger FC,1968-06-30
Chio Waldhof 07,1966-06-30
TSG Ulm 1846,1963-06-30
FC Bayern Hof,1960-06-30
Aschaffenburg,1956-06-30
KRC Genk,1989-06-30
KSC Hasselt,1986-06-30
Beringen FC,1983-11-26
KSK Tongeren,1983-04-30
1.FC Nuremberg,1979-08-18
Waterschei THOR,1979-06-30
Royal Antwerp,1977-06-30
Beringen FC,1973-06-30
Beerschot VAV,1970-06-30
RRC Brüssel,1969-06-30
Wuppertaler SV,1983-11-30
Alem. Aachen,1973-06-30
Stuttg. Kickers,1972-06-30
1.FC Nuremberg,1971-06-30
Roda JC,1963-06-30
Rapid Vienna,1977-12-31
Rapid Vienna,1977-03-31
Rapid Vienna,1976-06-30
Rapid Vienna,1972-03-31
Rapid Vienna,1970-06-30
1.FC Nuremberg,1969-04-12
Chio Waldhof 07,1967-06-30
Rapid Vienna,1966-06-30
SpVgg Bayreuth,1974-10-31
SpVgg Bayreuth,1974-06-01
Schweinfurt 05,1971-06-30
1.FC Nuremberg,1966-12-31
Nuremberg II,1966-11-07
SpVgg Fürth,1964-06-30
FC Basel,1961-06-30
